No,Category,A,B,C,D,E,F,F,F,F,F,F,F,F,F,F,G,G,G,G,G,G,G,G,G,G,H,H,H,H,H,H,H,H,H,H,I,I,I,I,I,I,I,I,I,I,J,J,J,J,J,J,J,J,J,J
307,Bust,1.587495533,-0.75369944,2.294876515,0.774394536,-0.727909931,0.988,0.009,0.00133333,0.000333333,0.000666667,0,0,0,0.000333333,0.000333333,0.0253333,0.0606667,0.0946667,0.12,0.153667,0.101667,0.115,0.191,0.112333,0.0256667,0.0243333,0.0596667,0.09,0.127667,0.162667,0.194333,0.172,0.0896667,0.0603333,0.0193333,0.0113333,0.0346667,0.0866667,0.126667,0.158667,0.191333,0.189,0.134,0.055,0.0126667,0.0433333,0.150667,0.174333,0.102333,0.0183333,0.027,0.133667,0.179333,0.141667,0.0293333
308,Bust,1.779080494,-0.788848453,3.040273958,0.374920851,-0.748342634,0.99,0.00766667,0.000666667,0,0.000666667,0,0,0.000333333,0.000333333,0.000333333,0.0333333,0.0463333,0.071,0.0953333,0.145333,0.134667,0.12,0.145667,0.153,0.0553333,0.022,0.0493333,0.0806667,0.106333,0.138,0.169667,0.184667,0.131,0.08,0.0383333,0.00566667,0.0293333,0.0666667,0.125333,0.152,0.195333,0.212,0.147333,0.061,0.00533333,0.0336667,0.149,0.179333,0.119667,0.0256667,0.019,0.111667,0.172333,0.154667,0.035
309,Bust,0.885684394,-0.729735671,1.231521672,-0.640306963,-0.728964441,0.934667,0.0466667,0.011,0.003,0.00166667,0.001,0.000666667,0.000666667,0,0.000666667,0.039,0.097,0.249,0.402,0.0943333,0.061,0.025,0.0196667,0.0106667,0.00233333,0.0286667,0.063,0.0986667,0.135667,0.181,0.198667,0.184667,0.0783333,0.0273333,0.004,0.009,0.038,0.076,0.12,0.151333,0.193333,0.194667,0.148333,0.0556667,0.0136667,0.028,0.123,0.176667,0.140667,0.0393333,0.0226667,0.118,0.177,0.139667,0.035
310,Bust,1.230024746,-0.805103409,2.294876515,-0.698560881,-0.732251432,0.954667,0.0343333,0.00666667,0.00233333,0.000333333,0.00133333,0,0,0,0.000333333,0.04,0.0786667,0.0833333,0.097,0.103,0.101333,0.125,0.173,0.133333,0.0653333,0.0206667,0.0523333,0.0823333,0.105667,0.136,0.167333,0.177,0.133667,0.0913333,0.0336667,0.009,0.029,0.0706667,0.131667,0.163667,0.204,0.201667,0.133667,0.0486667,0.008,0.0313333,0.144667,0.178,0.113667,0.02,0.0213333,0.118667,0.178333,0.147667,0.0463333
311,Bust,0.936368803,-0.66820304,1.138122131,-0.000280368,-0.618602568,0.932,0.048,0.0106667,0.00366667,0.00266667,0.000666667,0.00166667,0,0.000333333,0.000333333,0.0496667,0.0703333,0.093,0.091,0.086,0.087,0.131,0.172667,0.151,0.0683333,0.0213333,0.0683333,0.12,0.183,0.197333,0.131,0.0923333,0.083,0.065,0.0386667,0.0183333,0.0646667,0.103667,0.167333,0.191,0.180667,0.138,0.092,0.0366667,0.00766667,0.0166667,0.109667,0.191,0.143667,0.0286667,0.031,0.162667,0.197667,0.104667,0.0143333
312,Bust,1.034800244,-0.670347142,1.066825723,-0.509746648,-0.633637807,0.954333,0.0363333,0.005,0.003,0,0,0.000666667,0.000333333,0,0.000333333,0.0293333,0.061,0.0836667,0.123,0.113667,0.105,0.190333,0.166667,0.108,0.0193333,0.019,0.064,0.104333,0.156333,0.196333,0.147,0.119667,0.0913333,0.0726667,0.0293333,0.013,0.059,0.137,0.196,0.221333,0.2,0.11,0.0436667,0.0163333,0.00366667,0.0246667,0.118667,0.201333,0.138667,0.017,0.0513333,0.174333,0.181,0.0836667,0.00933333
313,Bust,1.172541066,-0.679288074,1.393866603,-0.302664191,-0.696778163,0.969,0.0223333,0.004,0.002,0.001,0.001,0,0,0.000333333,0.000333333,0.0366667,0.128,0.127333,0.169333,0.123333,0.120667,0.119333,0.112,0.043,0.0203333,0.0253333,0.0693333,0.105,0.146667,0.198333,0.197667,0.107,0.0766667,0.051,0.023,0.019,0.0406667,0.105,0.157667,0.233667,0.203333,0.139,0.076,0.0213333,0.00433333,0.027,0.135333,0.193,0.120667,0.0213333,0.0443333,0.146333,0.190333,0.103,0.0186667
314,Bust,0.770869168,-0.685018234,0.848159658,0.812591732,-0.56068925,0.950667,0.0393333,0.00633333,0.00166667,0.000666667,0.000333333,0.000333333,0.000333333,0,0.000333333,0.0283333,0.083,0.0843333,0.0923333,0.140333,0.171667,0.146,0.109667,0.086,0.0583333,0.0233333,0.0666667,0.132,0.192333,0.149,0.14,0.114667,0.091,0.0676667,0.0233333,0.0133333,0.0733333,0.155,0.235667,0.230667,0.153333,0.0833333,0.0366667,0.0143333,0.00433333,0.0106667,0.0863333,0.186,0.168333,0.0406667,0.0423333,0.18,0.203667,0.0733333,0.00866667
315,Bust,0.751793761,-0.776786199,1.489474676,-0.622932988,-0.720432497,0.977,0.02,0.00133333,0.000333333,0.000666667,0,0.000333333,0,0,0.000333333,0.055,0.095,0.144333,0.155333,0.166333,0.243667,0.0566667,0.03,0.0286667,0.025,0.0196667,0.0643333,0.0896667,0.132,0.185,0.217,0.157,0.0713333,0.048,0.016,0.0103333,0.0396667,0.0793333,0.128,0.18,0.195,0.194,0.118667,0.042,0.013,0.0336667,0.144667,0.191,0.100667,0.0213333,0.039,0.134333,0.191667,0.128,0.0156667
316,Bust,0.794707575,-0.730840678,1.234371391,-0.693706387,-0.714991458,0.989333,0.00766667,0.00133333,0.000666667,0.000333333,0.000333333,0,0,0,0.000333333,0.0153333,0.0206667,0.0633333,0.173667,0.189333,0.177333,0.225667,0.092,0.022,0.0206667,0.0203333,0.0656667,0.115333,0.150333,0.205,0.198667,0.129333,0.0713333,0.0353333,0.00866667,0.007,0.0346667,0.0813333,0.123667,0.175,0.205,0.189,0.128333,0.0496667,0.00633333,0.0333333,0.144,0.203667,0.118667,0.0116667,0.0456667,0.153333,0.194667,0.0876667,0.00733333
317,Bust,0.663894754,-0.787446851,1.412977531,-0.538618107,-0.687052754,0.975,0.019,0.003,0.00133333,0.000333333,0,0.000333333,0,0,0.001,0.052,0.118667,0.158,0.140667,0.157667,0.124333,0.124667,0.06,0.0173333,0.0466667,0.0273333,0.065,0.096,0.142,0.183333,0.208333,0.133,0.0776667,0.0443333,0.023,0.00633333,0.03,0.087,0.126333,0.183,0.211,0.203333,0.109667,0.0383333,0.005,0.0396667,0.149333,0.180667,0.111333,0.0256667,0.0253333,0.118333,0.175333,0.144,0.0303333
318,Bust,0.410215246,-0.732280615,0.816171562,-0.26766074,-0.651169882,0.971,0.023,0.003,0.000666667,0.000666667,0.000333333,0.000666667,0.000333333,0,0.000333333,0.0656667,0.175667,0.24,0.131667,0.0963333,0.103,0.096,0.071,0.0123333,0.00833333,0.0323333,0.078,0.124667,0.192333,0.205667,0.178667,0.092,0.055,0.033,0.00833333,0.0126667,0.043,0.100667,0.138,0.194333,0.205333,0.168,0.0903333,0.0443333,0.00333333,0.00866667,0.0946667,0.194333,0.156,0.04,0.022,0.141667,0.204667,0.121667,0.0163333
319,Bust,0.543813311,-0.779763595,1.28149862,-0.671094669,-0.62410558,0.999333,0.000333333,0,0,0,0,0,0,0,0.000333333,0.0963333,0.0873333,0.126,0.0953333,0.0713333,0.0646667,0.083,0.0986667,0.114,0.163333,0.022,0.0673333,0.119,0.155333,0.188,0.162667,0.114,0.0793333,0.0563333,0.036,0.00766667,0.047,0.083,0.124333,0.167,0.195,0.175667,0.11,0.066,0.0243333,0.0336667,0.145333,0.184333,0.117667,0.0263333,0.0276667,0.0966667,0.180333,0.150333,0.0376667
320,Bust,1.383856786,-0.745143209,1.823372692,-0.435524003,-0.733183449,0.998667,0.000666667,0,0,0,0,0.000333333,0,0,0.000333333,0.015,0.0296667,0.049,0.0726667,0.160667,0.175333,0.169,0.156667,0.103667,0.0683333,0.0213333,0.0443333,0.0883333,0.139667,0.173,0.176333,0.145333,0.117667,0.068,0.026,0.017,0.0506667,0.100667,0.161333,0.204,0.224667,0.148,0.0666667,0.024,0.003,0.018,0.097,0.199667,0.157333,0.0303333,0.016,0.131,0.194,0.129667,0.027
321,Mech,2.76097244,-0.755568468,4.03895799,2.65883212,-0.766278503,0.96,0.029,0.005,0.00366667,0.000666667,0.000333333,0.000666667,0.000333333,0,0.000333333,0.0713333,0.150667,0.134667,0.155333,0.163333,0.116,0.123,0.059,0.0186667,0.008,0.0163333,0.055,0.0873333,0.119333,0.147667,0.153,0.213333,0.142,0.0593333,0.00666667,0.0103333,0.0343333,0.077,0.116,0.160667,0.194333,0.213333,0.143333,0.046,0.00466667,0.03,0.145333,0.181,0.120333,0.0253333,0.0233333,0.130667,0.180667,0.137333,0.026
322,Mech,2.852393961,-0.757257923,4.133978309,2.860676835,-0.766076606,0.971333,0.023,0.00333333,0.001,0.000666667,0,0.000333333,0,0,0.000333333,0.058,0.153667,0.151333,0.166,0.143,0.124667,0.125,0.0483333,0.023,0.007,0.0263333,0.0523333,0.0896667,0.115,0.15,0.157,0.204667,0.132667,0.0636667,0.00866667,0.0103333,0.032,0.0703333,0.112,0.158333,0.181333,0.195333,0.164667,0.063,0.0126667,0.015,0.124667,0.193,0.130333,0.0406667,0.0166667,0.102667,0.184,0.153,0.04
323,Mech,2.826097986,-0.759167976,3.792029837,2.839470365,-0.765913443,0.924,0.0573333,0.00866667,0.003,0.005,0.000333333,0.000666667,0.000666667,0,0.000333333,0.120667,0.152667,0.15,0.148333,0.145,0.109,0.111667,0.042,0.017,0.00366667,0.018,0.0466667,0.0923333,0.118667,0.143667,0.154333,0.21,0.143667,0.0646667,0.008,0.00666667,0.03,0.069,0.128,0.184667,0.219667,0.216667,0.121333,0.023,0.001,0.0373333,0.165667,0.178333,0.0993333,0.0203333,0.0353333,0.128667,0.201667,0.116,0.0173333
324,Mech,1.434541196,-0.748280001,1.833631681,0.110478725,-0.74675506,0.991,0.00733333,0.00133333,0,0,0,0,0,0,0.000333333,0.0116667,0.0613333,0.0683333,0.065,0.122667,0.227667,0.173,0.11,0.127,0.0333333,0.0183333,0.046,0.0836667,0.108333,0.159,0.178333,0.172667,0.15,0.0633333,0.0203333,0.007,0.029,0.0586667,0.107667,0.152,0.197,0.209,0.15,0.0736667,0.016,0.0396667,0.161333,0.193,0.102,0.0196667,0.0263333,0.120667,0.185,0.121667,0.0306667
325,Mech,2.128897712,-0.741302926,2.814219997,1.525818973,-0.759795542,0.973,0.0203333,0.00366667,0.001,0,0.001,0.000333333,0,0,0.000666667,0.0253333,0.102,0.138,0.169,0.160667,0.147333,0.124667,0.0713333,0.0463333,0.0153333,0.0233333,0.052,0.101667,0.134333,0.149333,0.188667,0.191,0.110667,0.0406667,0.00833333,0.00733333,0.0306667,0.072,0.117667,0.143667,0.184333,0.197333,0.151667,0.0796667,0.0156667,0.0183333,0.136667,0.202667,0.125333,0.0253333,0.0266667,0.126667,0.181,0.134,0.0233333
326,Mech,2.467386713,-0.766888223,3.755072543,2.266767925,-0.732287261,0.986667,0.01,0.002,0.000666667,0.000333333,0,0,0,0,0.000333333,0.0223333,0.0403333,0.0976667,0.14,0.132,0.129667,0.171333,0.142333,0.0886667,0.0356667,0.02,0.0456667,0.0753333,0.105667,0.144333,0.195333,0.149333,0.142,0.0943333,0.028,0.0183333,0.0423333,0.083,0.117,0.171333,0.198,0.202333,0.121333,0.0396667,0.00666667,0.018,0.145667,0.199,0.12,0.027,0.0276667,0.115,0.183,0.142333,0.0223333
327,Mech,1.28341248,-0.743786668,1.729046992,0.658780949,-0.72533805,0.995667,0.00266667,0.001,0,0.000333333,0,0,0,0,0.000333333,0.0823333,0.089,0.094,0.0806667,0.153667,0.183,0.137,0.101,0.0656667,0.0136667,0.0226667,0.063,0.109333,0.151667,0.179667,0.174333,0.153333,0.104333,0.0356667,0.006,0.009,0.0426667,0.0726667,0.133333,0.169,0.221333,0.185667,0.113,0.042,0.0113333,0.0283333,0.129333,0.183333,0.116667,0.031,0.0223333,0.111,0.187333,0.155,0.0356667
328,Mech,2.804377768,-0.762232804,4.448284507,2.824651386,-0.767835091,0.966667,0.0253333,0.00366667,0.00266667,0.000666667,0,0.000333333,0,0,0.000666667,0.075,0.128,0.170667,0.156,0.143333,0.117333,0.0946667,0.0783333,0.028,0.00866667,0.024,0.0503333,0.0873333,0.121333,0.136333,0.164667,0.218333,0.13,0.0583333,0.00933333,0.0103333,0.0343333,0.0836667,0.111333,0.173,0.198333,0.202333,0.139333,0.044,0.00333333,0.0286667,0.136333,0.184667,0.123,0.0286667,0.0233333,0.122,0.195,0.133667,0.0246667
329,Mech,2.7625289,-0.757829594,3.834846865,2.682338087,-0.767127243,0.939333,0.044,0.00933333,0.00366667,0.00133333,0.000666667,0.000333333,0.000333333,0.000333333,0.000666667,0.0823333,0.128333,0.165,0.167333,0.139333,0.129,0.109333,0.0526667,0.0213333,0.00533333,0.0143333,0.0496667,0.088,0.116,0.146667,0.191,0.2,0.125333,0.0653333,0.00366667,0.014,0.0343333,0.074,0.131,0.174667,0.192667,0.204333,0.131,0.0403333,0.00366667,0.0213333,0.134,0.188667,0.122,0.0366667,0.0213333,0.104333,0.177667,0.147333,0.0466667
330,Mech,2.732921059,-0.756875912,3.601098662,2.613608684,-0.767076405,0.957333,0.0346667,0.00433333,0.001,0.000333333,0.00133333,0,0,0,0.001,0.0536667,0.122667,0.142667,0.163667,0.159,0.120333,0.115,0.082,0.0286667,0.0123333,0.017,0.0426667,0.0766667,0.108333,0.143,0.157,0.200333,0.164,0.0706667,0.0203333,0.00833333,0.0366667,0.0783333,0.115333,0.169667,0.195333,0.203667,0.142667,0.048,0.002,0.0436667,0.159333,0.188,0.0936667,0.0146667,0.042,0.142333,0.187667,0.117,0.0116667
331,Mech,2.337486703,-0.696196752,2.647030544,1.972304592,-0.75422039,0.993333,0.00466667,0.00133333,0,0.000333333,0,0,0,0,0.000333333,0.016,0.0206667,0.02,0.0556667,0.205667,0.220667,0.198333,0.136,0.0626667,0.0643333,0.0146667,0.0566667,0.100333,0.143667,0.168667,0.192,0.174667,0.091,0.047,0.0113333,0.0123333,0.044,0.107,0.169333,0.223667,0.205333,0.165333,0.0623333,0.0103333,0.000333333,0.0156667,0.120333,0.199333,0.153333,0.029,0.025,0.0983333,0.188333,0.138667,0.032
332,Mech,2.072560897,-0.759255408,2.972610942,1.723320194,-0.75335083,0.996667,0.00233333,0.000333333,0.000333333,0,0,0,0,0,0.000333333,0.121667,0.135,0.128333,0.142,0.130667,0.103,0.085,0.064,0.0526667,0.0376667,0.017,0.055,0.078,0.120667,0.149,0.185333,0.198,0.116667,0.0576667,0.0226667,0.01,0.0326667,0.0716667,0.120333,0.171,0.202,0.191,0.139667,0.0533333,0.00833333,0.0223333,0.126,0.194333,0.136333,0.0296667,0.02,0.115,0.184,0.146333,0.026
333,Mech,2.221852288,-0.69260666,2.946322284,1.695342983,-0.753834026,0.961667,0.0286667,0.005,0.00166667,0.00133333,0.000333333,0.000333333,0.000333333,0,0.000666667,0.0133333,0.0156667,0.0236667,0.088,0.201667,0.202,0.187,0.142333,0.0746667,0.0516667,0.02,0.06,0.0936667,0.124333,0.173,0.197,0.184333,0.0943333,0.0413333,0.012,0.0103333,0.042,0.0893333,0.134333,0.185,0.212,0.188,0.0993333,0.0326667,0.007,0.0163333,0.113,0.190333,0.145,0.0363333,0.0283333,0.134667,0.189667,0.123667,0.0226667
334,Mech,3.389512951,-0.742397844,4.94420686,5.026419522,-0.735389302,0.971333,0.0223333,0.003,0.000666667,0.001,0,0.000333333,0.000333333,0.000333333,0.000666667,0.0246667,0.101667,0.135667,0.0813333,0.169333,0.186333,0.122333,0.0906667,0.072,0.016,0.022,0.0606667,0.108667,0.136667,0.166,0.206667,0.162667,0.105667,0.0263333,0.00466667,0.00533333,0.0293333,0.067,0.118333,0.160333,0.207,0.213333,0.128667,0.055,0.0156667,0.0216667,0.132333,0.189667,0.120333,0.0223333,0.0213333,0.116,0.188333,0.154667,0.0333333
335,Mech,2.760949035,-0.755569813,4.03895799,2.65883212,-0.766278503,0.977333,0.0173333,0.002,0.00166667,0.001,0.000333333,0,0,0,0.000333333,0.058,0.134333,0.159,0.165,0.152,0.122667,0.128,0.0536667,0.0213333,0.006,0.0136667,0.048,0.0836667,0.122667,0.143667,0.197667,0.207667,0.132,0.046,0.005,0.009,0.0336667,0.0753333,0.109333,0.145333,0.172,0.193667,0.161333,0.0846667,0.0156667,0.027,0.136,0.197667,0.107667,0.0203333,0.0346667,0.142333,0.199,0.121333,0.014
336,Mech,0.793712845,-0.768381965,1.264685277,0.042388071,-0.762221205,0.856333,0.100333,0.0233333,0.008,0.00366667,0.003,0.001,0.00166667,0.00166667,0.001,0.0626667,0.231667,0.31,0.235667,0.0943333,0.0266667,0.0123333,0.01,0.007,0.00966667,0.0193333,0.0646667,0.101,0.159,0.184,0.229667,0.160667,0.0583333,0.019,0.00433333,0.006,0.0303333,0.0813333,0.142667,0.185667,0.211333,0.195,0.116333,0.0236667,0.00766667,0.0183333,0.128,0.192333,0.132333,0.036,0.018,0.0986667,0.188333,0.144667,0.0433333
337,Mech,1.853474581,-0.786805235,3.086065381,0.413373547,-0.719740626,0.980667,0.014,0.00266667,0.000666667,0,0,0.001,0.000333333,0.000333333,0.000333333,0.0423333,0.045,0.0816667,0.111,0.101,0.101667,0.124667,0.138667,0.143333,0.110667,0.0203333,0.0446667,0.0733333,0.099,0.137667,0.178333,0.184667,0.142667,0.0903333,0.029,0.00833333,0.0286667,0.0646667,0.122333,0.162,0.196,0.2,0.149667,0.0586667,0.00966667,0.0333333,0.155667,0.176,0.102,0.0266667,0.016,0.109,0.176333,0.160333,0.0446667
338,Mech,1.708150407,-0.773852519,2.443364687,0.626971244,-0.767105455,0.978333,0.0163333,0.00366667,0,0,0,0.001,0,0,0.000666667,0.0213333,0.063,0.142333,0.151333,0.163,0.167333,0.125667,0.106667,0.052,0.00733333,0.0163333,0.051,0.085,0.106333,0.144667,0.166667,0.197333,0.149,0.0696667,0.014,0.00866667,0.038,0.074,0.108,0.160333,0.194333,0.203333,0.145667,0.0593333,0.00833333,0.0586667,0.173333,0.175667,0.0913333,0.0116667,0.038,0.144333,0.181,0.115333,0.0106667
339,Mech,2.337498405,-0.696194062,2.647030544,1.972304592,-0.75422039,0.988667,0.00866667,0.001,0.00133333,0,0,0,0,0,0.000333333,0.017,0.0163333,0.0173333,0.0646667,0.209667,0.225333,0.188333,0.136333,0.075,0.05,0.018,0.0536667,0.089,0.136667,0.159333,0.2,0.171333,0.114333,0.046,0.0116667,0.006,0.0313333,0.072,0.144333,0.191667,0.224333,0.183667,0.109667,0.0336667,0.00333333,0.039,0.155333,0.189333,0.107667,0.0166667,0.0386667,0.147333,0.175,0.109,0.022
340,Mech,3.389512951,-0.742397844,4.944189049,5.026419522,-0.735389302,0.952667,0.0316667,0.009,0.003,0.00233333,0.000333333,0,0.000333333,0,0.000666667,0.019,0.103333,0.138333,0.09,0.175667,0.175,0.111,0.0906667,0.0746667,0.0223333,0.0243333,0.0546667,0.087,0.147667,0.180667,0.182667,0.159333,0.115333,0.038,0.0103333,0.00933333,0.0383333,0.0763333,0.116333,0.162667,0.213667,0.202667,0.128333,0.0433333,0.009,0.0316667,0.156667,0.184,0.109333,0.0196667,0.0363333,0.135667,0.188333,0.121,0.0173333
341,Bearing,-0.508127508,-0.640928961,-0.247144097,-0.580775547,-0.093810541,0.983,0.014,0.00166667,0.000333333,0.000333333,0.000333333,0,0,0,0.000333333,0.049,0.074,0.101667,0.145,0.2,0.106667,0.0893333,0.121667,0.081,0.0316667,0.0603333,0.191667,0.220667,0.154,0.124333,0.101333,0.069,0.0393333,0.0243333,0.015,0.00966667,0.0646667,0.136667,0.186333,0.222667,0.189,0.123333,0.0456667,0.019,0.003,0.00833333,0.089,0.19,0.161667,0.0486667,0.023,0.139667,0.190667,0.127333,0.0216667
342,Bearing,-0.507929732,-0.640756115,-0.247145878,-0.580775547,-0.093810541,0.975333,0.0193333,0.00133333,0.000666667,0.001,0.000666667,0.00133333,0,0,0.000333333,0.151333,0.139,0.142,0.0903333,0.0893333,0.0636667,0.0893333,0.0703333,0.0766667,0.088,0.064,0.172667,0.243,0.163667,0.123,0.08,0.073,0.0336667,0.0283333,0.0186667,0.01,0.0616667,0.136667,0.189667,0.194333,0.191667,0.130333,0.054,0.0253333,0.00633333,0.00766667,0.0853333,0.213333,0.16,0.0383333,0.0346667,0.155,0.193333,0.0976667,0.0146667
343,Bearing,-0.511953122,-0.644268864,-0.247106695,-0.580392298,-0.094996743,0.961,0.0316667,0.004,0.001,0.001,0.000666667,0.000333333,0,0,0.000333333,0.195,0.143333,0.111,0.0853333,0.0986667,0.0813333,0.101667,0.102,0.0536667,0.028,0.0603333,0.173333,0.208667,0.159667,0.118,0.0953333,0.0913333,0.0473333,0.032,0.014,0.013,0.068,0.140333,0.198333,0.207,0.188333,0.114,0.048,0.02,0.003,0.00766667,0.0896667,0.176333,0.183,0.0526667,0.0176667,0.135333,0.193667,0.119,0.025
344,Bearing,0.12814498,-0.733641865,0.580724214,0.027569092,-0.529864442,0.937667,0.05,0.00766667,0.002,0.000333333,0.000333333,0.000333333,0.001,0,0.000666667,0.0376667,0.0553333,0.0736667,0.095,0.130667,0.189,0.206,0.122667,0.07,0.02,0.0436667,0.110333,0.209333,0.218333,0.137667,0.104,0.0796667,0.054,0.031,0.012,0.01,0.0433333,0.0783333,0.133333,0.191667,0.189,0.166667,0.112,0.0623333,0.0133333,0.0363333,0.152333,0.185667,0.110333,0.0203333,0.0296667,0.128667,0.168,0.137,0.0316667
345,Bearing,0.123967114,-0.72912163,0.554816706,-0.026085832,-0.515436345,0.925667,0.051,0.0126667,0.00466667,0.00233333,0.000666667,0.00133333,0.00133333,0,0.000333333,0.0473333,0.0573333,0.0756667,0.111333,0.149667,0.226333,0.171,0.0976667,0.0443333,0.0193333,0.0406667,0.105333,0.179333,0.225333,0.148667,0.103667,0.0863333,0.051,0.0413333,0.0183333,0.0176667,0.054,0.0996667,0.161667,0.187333,0.188333,0.150333,0.0886667,0.0466667,0.00566667,0.053,0.154667,0.166,0.102333,0.017,0.0246667,0.113667,0.182333,0.146333,0.04
346,Bearing,0.12689279,-0.731035046,0.563020335,-0.007434358,-0.52618092,0.983667,0.013,0.002,0.000333333,0,0,0,0.000333333,0.000333333,0.000333333,0.0423333,0.0606667,0.0756667,0.098,0.165,0.225667,0.164333,0.112,0.041,0.0153333,0.0363333,0.0923333,0.191333,0.233667,0.151333,0.100667,0.0776667,0.0633333,0.0356667,0.0176667,0.017,0.0546667,0.105333,0.156,0.193667,0.184333,0.159,0.0936667,0.0316667,0.00466667,0.019,0.12,0.185333,0.145,0.033,0.018,0.103333,0.186333,0.146667,0.0433333
347,Bearing,0.091152733,-0.772340617,0.760431058,-0.09111049,-0.430873169,0.954333,0.0326667,0.00533333,0.002,0.00166667,0.00133333,0.00166667,0.000666667,0,0.000333333,0.235333,0.119333,0.134667,0.200333,0.0533333,0.0513333,0.034,0.0403333,0.032,0.0993333,0.0396667,0.103333,0.162667,0.191333,0.141333,0.117,0.084,0.0666667,0.053,0.041,0.0103333,0.0346667,0.0713333,0.105333,0.151667,0.169,0.176,0.152667,0.1,0.029,0.059,0.157667,0.166,0.102667,0.0173333,0.026,0.106,0.169333,0.152,0.044
348,Bearing,-0.842071179,-0.645418259,-0.489336374,-0.665090428,0.451014754,0.979667,0.0133333,0.00366667,0.00166667,0.001,0,0,0,0,0.000666667,0.03,0.0636667,0.0713333,0.0623333,0.0783333,0.0863333,0.172333,0.112,0.192,0.131667,0.0896667,0.271,0.166667,0.130667,0.099,0.102333,0.053,0.0526667,0.0263333,0.00866667,0.011,0.0403333,0.108667,0.161333,0.186667,0.184667,0.133667,0.106,0.0516667,0.016,0.0283333,0.125,0.174667,0.125667,0.0276667,0.0236667,0.114333,0.196,0.141333,0.0433333
349,Bearing,-0.842239698,-0.645418259,-0.489575038,-0.667006675,0.132817106,0.992667,0.00466667,0.001,0.000333333,0.000666667,0,0,0.000333333,0,0.000333333,0.089,0.130667,0.21,0.255333,0.130333,0.0683333,0.0556667,0.0296667,0.014,0.017,0.0796667,0.269333,0.224333,0.149,0.123667,0.0683333,0.044,0.0273333,0.007,0.00733333,0.0116667,0.037,0.113667,0.169,0.187,0.187333,0.15,0.0896667,0.044,0.0106667,0.0113333,0.0963333,0.189667,0.145333,0.0426667,0.0153333,0.109333,0.195333,0.155,0.0396667
350,Bearing,-0.84701206,-0.650446272,-0.490264313,-0.671222419,0.725589196,0.982667,0.0126667,0.00233333,0.001,0.000666667,0,0,0.000333333,0,0.000333333,0.198667,0.112,0.112333,0.106667,0.115667,0.0826667,0.066,0.074,0.091,0.041,0.0863333,0.241,0.162,0.152,0.115,0.0933333,0.0736667,0.0406667,0.0226667,0.0133333,0.00366667,0.037,0.0866667,0.157667,0.172667,0.198,0.171667,0.123667,0.042,0.007,0.0343333,0.136667,0.193667,0.113667,0.0283333,0.0116667,0.0936667,0.164333,0.159,0.0646667
351,Bearing,-0.493736693,-0.698649557,-0.157903365,-0.447021486,0.009916828,0.995667,0.00333333,0.000333333,0,0.000333333,0,0,0,0,0.000333333,0.145333,0.19,0.0873333,0.0796667,0.0826667,0.092,0.0423333,0.054,0.165667,0.061,0.0636667,0.181,0.197333,0.146667,0.13,0.104,0.0673333,0.0566667,0.025,0.0283333,0.0243333,0.0936667,0.145667,0.179667,0.188333,0.188333,0.105667,0.0506667,0.0183333,0.00533333,0.02,0.108667,0.199,0.137,0.0363333,0.034,0.150333,0.183,0.11,0.0216667
352,Bearing,-0.48519372,-0.708263042,-0.134403869,-0.446765987,-0.343285902,0.946,0.0376667,0.00833333,0.004,0.000666667,0.000666667,0.000666667,0.001,0.000666667,0.000333333,0.317667,0.127667,0.123,0.109333,0.106,0.130333,0.0213333,0.0163333,0.024,0.0243333,0.053,0.156333,0.261333,0.185667,0.126333,0.0893333,0.0513333,0.0423333,0.023,0.0113333,0.0153333,0.0593333,0.116667,0.188667,0.203,0.176333,0.120667,0.0686667,0.042,0.00933333,0.019,0.106,0.187333,0.149,0.037,0.0166667,0.121,0.184,0.142333,0.0376667
353,Bearing,-0.916780069,-0.550574032,-0.578233359,-0.69919963,0.672021252,0.991,0.00333333,0.003,0.000666667,0.000666667,0,0.000666667,0.000333333,0,0.000333333,0.042,0.137333,0.201,0.149,0.150333,0.100333,0.102667,0.055,0.044,0.0183333,0.13,0.220667,0.211,0.159333,0.107667,0.0746667,0.0476667,0.0286667,0.014,0.00633333,0.011,0.0743333,0.149,0.208333,0.218333,0.170333,0.109667,0.0333333,0.0206667,0.005,0.0126667,0.0826667,0.203,0.166333,0.021,0.074,0.213,0.175667,0.05,0.00166667
354,Bearing,-0.681494871,-0.665767723,-0.366631035,-0.44421099,-0.022991822,0.939333,0.04,0.01,0.00333333,0.00366667,0.001,0.001,0.000666667,0.000333333,0.000666667,0.0553333,0.122333,0.184,0.172,0.163667,0.137333,0.0823333,0.0343333,0.027,0.0216667,0.0646667,0.185333,0.238333,0.111,0.105667,0.0953333,0.0773333,0.068,0.0356667,0.0186667,0.0203333,0.0813333,0.153333,0.215,0.202333,0.135,0.105,0.05,0.0256667,0.012,0.019,0.095,0.177667,0.168,0.038,0.041,0.177333,0.177667,0.085,0.0213333
